Cantidad,Uso Bien o Serv,Espesificaciones,UnidadMedida,Precio
1,BATERIA PARA LAPTOP,DELL 97 WHR 9 CELL LITHIUM-LON PRIMARY BATTERY MODELO DE LAPTOP LATITUDE E6430 ATG NUMERO DE PARTE DEL FABRICANTE  2P2MJ NUM. DE PARTE DEL 312-1325,Pieza,1932.0000
