Cantidad,Uso Bien o Serv,Espesificaciones,UnidadMedida,Precio
0,SERVICIO,MANTENIMIENTO PREVENTIVO PARA BOMBA SUMERGIBLE DE 48 HP. ,SRV,0.0000
