Cantidad,Uso Bien o Serv,Espesificaciones,UnidadMedida,Precio
1,"
IPAD PRO 12.9 PULGADAS
WI FI
516 GB
SENSORES
FACE ID
ESCÁNER LIDAR
GIROSCOPIO DE TRES EJES
ACELERÓMETRO
BARÓMETRO
SENSOR DE LUZ AMBIENTAL","IPAD PRO 12.9 PULGADAS
WI FI
516 GB
SENSORES
FACE ID
ESCÁNER LIDAR
GIROSCOPIO DE TRES EJES
ACELERÓMETRO
BARÓMETRO
SENSOR DE LUZ AMBIENTAL",PIEZA,34599.0000
