Cantidad,Uso Bien o Serv,Espesificaciones,UnidadMedida,Precio
1,"EQUIPO ROUTER CISCO ISR 4431 (4GE,3NIM,8G FLASH,4G DRAM,IPB)","EQUIPO ROUTER CISCO ISR 4431 (4GE,3NIM,8G FLASH,4G DRAM,IPB)",PIEZA,6230.9400
